"","V1","Title","Authors","Abstract","Published Year","Published Month","Journal","Volume","Issue","Pages","Accession Number","DOI","Ref","Covidence #","Study","Notes","Tags","Sociocultural","Biophysical","Biotic","IK","Intervention","Potentially relevant","save for other sections","Transboundary unclear","Perspective paper","Human_movement","Original_study","socio_human","socio_biotic","socio_physical","human_biotic","Original study"
"11",63,"Impacts of exotic forest pathogens on Mediterranean ecosystems: four case studies","Garbelotto, M.; Pautasso, M.","Mediterranean ecosystems are hotspots of biodiversity. Because of a coincidence of high species richness and human presence, Mediterranean biodiversity is particularly threatened by processes such as habitat degradation, fragmentation and loss, pollution, climate change and introduction of invasive species. Invasive tree pathogens are among the problematic exotic species of California, Chile, the Mediterranean, South Africa and Australia. In this review, we provide an update on a selection of non-native tree pathogens currently posing a threat in Mediterranean ecosystems. The impact of exotic forest pathogens range from large-scale tree and shrub mortality in native ecosystems (Phytophthora ramorum on the West Coast of the USA) to disruption of plantations of exotic (e.g., Seiridium cardinale on planted Monterey cypress in California, Fusarium circinatum on Monterey pine worldwide) and native trees (introduction of the North American Heterobasidion irregulare in stone pine woodland in Italy). Genetic analyses are instrumental in improving our understanding and management of these outbreaks. There is a need for more empirical data on how novel pathosystems are likely to develop under novel climates, as well as interdisciplinary collaborations among forest pathologists, theoretical modellers and climatologists. The magnitude of the observed effects of some exotic tree diseases makes it important to try and minimize the risk of the inadvertent movement of plant pathogens when planning assisted migration activities to enable plant species to cope with rapid climate change.",2012,"MAY","European Journal of Plant Pathology","133","1","101-116","WOS:000302232600007","10.1007/s10658-011-9928-6","","#4078","Garbelotto 2012","","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"12",69,"Zoonotic encephalitides caused by arboviruses: transmission and epidemiology of alphaviruses and flaviviruses","Go, Y. Y.; Balasuriya, U. B. R.; Lee, C. K.","In this review, we mainly focus on zoonotic encephalitides caused by arthropod-borne viruses (arboviruses) of the families Flaviviridae (genus Flavivirus) and Togaviridae (genus Alphavirus) that are important in both humans and domestic animals. Specifically, we will focus on alphaviruses (Eastern equine encephalitis virus, Western equine encephalitis virus, Venezuelan equine encephalitis virus) and flaviviruses (Japanese encephalitis virus and West Nile virus). Most of these viruses were originally found in tropical regions such as Africa and South America or in some regions in Asia. However, they have dispersed widely and currently cause diseases around the world. Global warming, increasing urbanization and population size in tropical regions, faster transportation and rapid spread of arthropod vectors contribute in continuous spreading of arboviruses into new geographic areas causing reemerging or resurging diseases. Most of the reemerging arboviruses also have emerged as zoonotic disease agents and created major public health issues and disease epidemics.",2014,"JAN","CLINICAL AND EXPERIMENTAL VACCINE RESEARCH","3","1","58-77","WOS:000218935300008","10.7774/cevr.2014.3.1.58","","#4335","Go 2014","","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"13",73,"Stoneflies in the genus Lednia (Plecoptera: Nemouridae): sentinels of climate change impacts on mountain stream biodiversity","Green, M. D.; Tronstad, L. M.; Giersch, J. J.; Shah, A. L. A.; Fallon, C. E.; Blevins, E.; Kai, T. Y. R.; Muhlfeld, C. C.; Finn, D. S.; Hotaling, S.","Rapid recession of glaciers and snowfields is threatening the habitats of cold-water biodiversity worldwide. In many ice-sourced headwaters of western North America, stoneflies in the genus Lednia (Plecoptera: Nemouridae) are a prominent member of the invertebrate community. With a broad distribution in mountain streams and close ties to declining glacier cover, Lednia has emerged as a sentinel of climate change threats to high-elevation aquatic biodiversity. Lednia tumana, which is endemic to Glacier National Park, USA and the surrounding mountains, is the most well-studied species in the genus and in 2019 became federally protected under the U.S. Endangered Species Act (ESA) due to climate-induced loss of meltwater habitats. Three other Lednia species have also been described, and like L. tumana, each is endemic to a mountain region of western North America: Lednia sierra in the Sierra Nevada, Lednia borealis in the Cascade Range, and Lednia tetonica in the Teton Range. In this review, we provide a comprehensive overview of Lednia ecology, genetics, and physiology, with an emphasis on the conservation outlook for the group and species with similar headwater distributions. We highlight substantial progress made in the last decade to better understand the ecology and evolution of Lednia, including the identification of 140 Lednia-containing streams (an increase from 12 streams in 2010), and a more complete understanding of the degree to which warming streams may imperil species in the genus. In light of the ESA listing of L. tumana, we show that similar conservation threats likely face all extant Lednia species. However, substantial gaps in our knowledge remain, primarily centering around their distributions (and the potential for as yet undescribed species), life history, ecophysiology, and trophic ecology. We conclude by describing pressing questions for Lednia that when addressed will expand knowledge of the genus and its conservation as well as broader understanding of climate risks to mountain stream biodiversity worldwide.",2022,"FEB","Biodiversity and Conservation","31","2","353-377","WOS:000740136100001","10.1007/s10531-021-02344-y","","#4505","Green 2022","","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"14",80,"Ecophysiological Effects of Groundwater Drawdown on Phreatophytes: Research Trends during the Last Three Decades","Hernandez, J. O.","A systematic synthesis of phreatophytes' responses to groundwater drawdown would provide a more complete picture of groundwater-related research aimed at the sustainable management of groundwater-dependent ecosystems amid climate change. Following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines, the ecophysiological effects of groundwater drawdown on phreatophytes and methodological approaches were synthesized from peer-reviewed articles published from 1988 to 2022. The highest relative count of studies was found in arid and semi-arid high-income countries, such as Australia and North America (18-24%), while the lowest relative count to no data was found in hyper-arid countries, such as north African countries (0-3.65%). The groundwater depth effects on phreatophyte ecophysiology had the highest relative count (53.65%), followed by large-scale tree plantation effects on the groundwater characteristics (44.37%) and groundwater depth and biological invasion relationship (1.99%). The results revealed that as the groundwater depth increased, the phreatophytic vegetation growth, productivity, and community structure decreased across the ecosystem types. A groundwater withdrawal also had a significant impact on the physiology of the phreatophytes, specifically on the transpiration rate, xylem water potential, hydraulic conductance, and photosynthetic rate. Many of the reviewed studies concluded that large-scale tree plantations can deplete groundwater resources due to an increased evapotranspiration rate. Further, species' diversity, evenness, dominance, composition, and distribution, as well as the Normalized Difference Vegetation Index (NDVI), are commonly measured parameters in the reviewed studies through vegetation and groundwater monitoring. Amid applied and contemporary problems, this synthesis may provide researchers with cues to conduct studies relevant to the integrated and sustainable conservation and management of groundwater-dependent ecosystems, particularly in data-poor, hyper-arid countries.",2022,"NOV","Land","11","11","","WOS:000895226100001","10.3390/land11112061","","#5072","Hernandez 2022","","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"15",84,"Experimental designs for studying small-mammal responses to fire in North American conifer forests","Hutchen, J.; Volkmann, L. A.; Hodges, K. E.","Climate change is altering fire regimes. As fire regimes change, it is important to understand how mammals respond to these altered post-fire landscapes. Because fires vary in size, severity and landscape context, it is important to know the experimental designs and response variables used to address post-fire responses of mammals. We analysed 48 papers published from 1988 to 2015 that examined responses of small mammals to natural or prescribed fire in North American conifer forests. These papers used different experimental contrasts (e.g. burned vs unburned sites, time series, within-fire heterogeneity). Most studies (89.6%) presented species richness or index-derived abundances of common species as their response variable(s). Many studies did not fully describe the fires being examined; these omissions make it more difficult to interpret and compare results among studies. The limited scope of inference presented by the papers in this review leads us to recommend a minimal set of information that should be presented about each fire studied. We conclude by outlining how different experimental designs and response variables can be used for effective inference. We highlight major pathways forward for examining responses of small forest mammals to the important changes in fire regime that are occurring.",2017,"","International Journal of Wildland Fire","26","6","523-531","WOS:000402872200008","10.1071/WF16223","","#5456","Hutchen 2017","","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"16",89,"Epizootic Hemorrhagic Disease Virus: Current Knowledge and Emerging Perspectives","Jimenez-Cabello, L.; Utrilla-Trigo, S.; Lorenzo, G.; Ortego, J.; Calvo-Pinilla, E.","Epizootic Hemorrhagic Disease (EHD) of ruminants is a viral pathology that has significant welfare, social, and economic implications. The causative agent, epizootic hemorrhagic disease virus (EHDV), belongs to the Orbivirus genus and leads to significant regional disease outbreaks among livestock and wildlife in North America, Asia, Africa, and Oceania, causing significant morbidity and mortality. During the past decade, this viral disease has become a real threat for countries of the Mediterranean basin, with the recent occurrence of several important outbreaks in livestock. Moreover, the European Union registered the first cases of EHDV ever detected within its territory. Competent vectors involved in viral transmission, Culicoides midges, are expanding its distribution, conceivably due to global climate change. Therefore, livestock and wild ruminants around the globe are at risk for this serious disease. This review provides an overview of current knowledge about EHDV, including changes of distribution and virulence, an examination of different animal models of disease, and a discussion about potential treatments to control the disease.",2023,"MAY 19","Microorganisms","11","5","","WOS:000998132700001","10.3390/microorganisms11051339","","#5764","Jimenez-Cabello 2023","Dayo Osinubi (2024-08-09 08:07:37)(Select): Particular relevance to One Health (Environmental and Animal Health);","Biotic; Potentially relevant; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"17",91,"The use of environmental data in descriptive and predictive models of vector-borne disease in North America","Kiryluk, H. D.; Beard, C. B.; Holcomb, K. M.","Vector-borne disease incidence and burden are on the rise. Weather events and climate patterns are known to influence vector populations and disease distribution and incidence. Changes in weather trends and climatic factors can shift seasonal vector activity and host behavior, thus altering pathogen distribution and introducing diseases to new geographic regions. With the upward trend in global temperature, changes in the incidence and distribution of disease vectors possibly linked to climate change have been documented. Forecasting and modeling efforts are valuable for incorporating climate into predicting changes in vector and vector-borne disease distribution. These predictions serve to optimize disease outbreak preparedness and response. The purpose of this scoping review was to describe the use of climate data in vector-borne disease prediction in North America between 2000 and 2022. The most investigated diseases were West Nile virus infection, Lyme disease, and dengue. The uneven geographical distribution of publications could suggest regional differences in the availability of surveillance data required for vector-borne disease predictions and forecasts across the United States, Canada, and Mexico. Studies incorporated environmental data from ground-based sources, satellite data, previously existing data, and field-collected data. While environmental data such as meteorological and topographic factors were well-represented, further research is warranted to ascertain if relationships with less common variables, such as oceanographic characteristics and drought, hold among various vector populations and throughout wider geographical areas. This review provides a catalogue of recently used climatic data that can inform future assessments of the value of such data in vector-borne disease models.",2024,"MAY 13","Journal of Medical Entomology","61","3","595-602","WOS:001176811600001","10.1093/jme/tjae031","","#6291","Kiryluk 2024","Anna LoPresti (2024-10-16 04:51:52)(Select): including because while the paper discusses modeling, much of the paper discusses the flow of disease vectors (and maybe the flow of environmental information could be described as a sociocultural flow as well); Anabel Kinsey (2024-10-15 12:37:46)(Select): Focuses on how to make modeling better, not on a flow; ","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"18",97,"Biogeography, macroecology and species' traits mediate competitive interactions in the order Lagomorpha","Leach, K.; Montgomery, W. I.; Reid, N.","In addition to abiotic determinants, biotic factors, including competitive, interspecific interactions, limit species' distributions. Environmental changes in human disturbance, land use and climate are predicted to have widespread impacts on interactions between species, especially in the order Lagomorpha due to the higher latitudes and more extreme environmental conditions they occupy. We reviewed the published literature on interspecific interactions in the order Lagomorpha and compared the biogeography, macroecology, phylogeny and traits of species known to interact with those of species with no reported interactions, to investigate how projected future environmental change may affect interactions and potentially alter species' distributions. Thirty-three lagomorph species have competitive interactions reported in the literature; the majority involve hares (Lepus sp.) or the eastern cottontail rabbit (Sylvilagus floridanus). Key regions for interactions are located between 30-50 degrees N of the Equator, and include eastern Asia (southern Russia on the border of Mongolia) and North America (north-western USA). Closely related, large-bodied, similarly sized species occurring in regions of human-modified, typically agricultural landscapes, or at high elevations, are significantly more likely to have reported competitive interactions than other lagomorph species. We identify species' traits associated with competitive interactions, and highlight some potential impacts that future environmental change may have on interspecific interactions. Our approach using bibliometric and biological data is widely applicable, and with relatively straightforward methodologies, can provide insights into interactions between species. Our results have implications for predicting species' responses to global change, and we advise that capturing, parameterizing and incorporating interspecific interactions into analyses (e.g. species distribution modelling) may be more important than suggested by the literature.",2015,"APR","Mammal Review","45","2","88-102","WOS:000351538600002","10.1111/mam.12035","","#6799","Leach 2015","","Biotic; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"19",98,"Can local adaptation explain varying patterns of herbivory tolerance in a recently introduced woody plant in North America?","Long, R. W.; Bush, S. E.; Grady, K. C.; Smith, D. S.; Potts, D. L.; D'Antonio, C. M.; Dudley, T. L.; Fehlberg, S. D.; Gaskin, J. F.; Glenn, E. P.; Hultine, K. R.","Patterns of woody-plant mortality have been linked to global-scale environmental changes, such as extreme drought, heat stress, more frequent and intense fires, and episodic outbreaks of insects and pathogens. Although many studies have focussed on survival and mortality in response to specific physiological stresses, little attention has been paid to the role of genetic heritability of traits and local adaptation in influencing patterns of plant mortality, especially in non-native species. Tamarix spp. is a dominant, non-native riparian tree in western North America that is experiencing dieback in some areas of its range due to episodic herbivory by the recently introduced northern tamarisk leaf beetle (Diorhabda carinulata). We propose that genotype x environment interactions largely underpin current and future patterns of Tamarix mortality. We anticipate that (i) despite its recent introduction, and the potential for significant gene flow, Tamarix in western North America is generally adapted to local environmental conditions across its current range in part due to hybridization of two species; (ii) local adaptation to specific climate, soil and resource availability will yield predictable responses to episodic herbivory; and (iii) the ability to cope with a combination of episodic herbivory and increased aridity associated with climate change will be largely based on functional tradeoffs in resource allocation. This review focusses on the potential heritability of plant carbon allocation patterns in Tamarix, focussing on the relative contribution of acquired carbon to non-structural carbohydrate (NSC) pools versus other sinks as the basis for surviving episodic disturbance. Where high aridity and/or poor edaphic position lead to chronic stress, NSC pools may fall below a minimum threshold because of an imbalance between the supply of carbon and its demand by various sinks. Identifying patterns of local adaptation of traits related to resource allocation will improve forecasting of Tamarix population susceptibility to episodic herbivory.",2017,"MAR 28","Conservation Physiology","5","","","WOS:000402600900001","10.1093/conphys/cox016","","#7357","Long 2017","Anna LoPresti (2024-08-16 07:09:31)(Select): including, as paper mentions southwestern USA and northern Mexico; Dayo Osinubi (2024-08-11 04:25:57)(Select): Review of local adaptations in an introduced or invasive plant species (Tamarix). Relevant to flow discussions concerning invasive plant species.; ","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"20",99,"<i>Pinus strobiformis</i> (southwestern white pine) stand dynamics, regeneration, and disturbance ecology: A review","Looney, C. E.; Waring, K. M.","Pinus strobiformis (southwestern white pine) is one of the least studied and understood five-needle white pine species in North America. Recently, this species has become increasingly challenged by Cronartium ribicola (white pine blister rust). This review examines literature relevant to P. strobiformis taxonomy, environmental associations, community associations, stand dynamics, and fire and disturbance ecology in order to better inform the management of this understudied species. In its US range, P. strobiformis occurs in central and southern Arizona and New Mexico and western Texas and has been documented as far north as southwestern Colorado. In Mexico, it occurs in northeastern Sonora, western Chihuahua and Durango, northern Zacatecas, southern Coahuila and central Nuevo Leon. Although P. strobiformis is a relatively high-elevation species preferring mesic habitats, it occurs across a variety of aspects, slope positions, and elevations. It rarely dominates forest composition but is most often found in complex species mixtures. While located in mixed-conifer habitats at the northern end of its range, it is associated with more diverse forest communities in the southern part of its range. Studies generally indicate P. strobiformis is a mid-seral species, although its low abundance and broad environmental amplitude complicate classification. Regeneration ecology is poorly understood, but bird and rodent seed dispersal do occur in portions of its range. Historical fire regimes in P. strobiformis mixed-conifer forests in the US were primarily characterized by frequent, low-severity surface fire, with less evidence of mixed- and high-severity fire. In Mexico, low-severity surface fire appears to have been ubiquitous within P. strobiformis habitats, with historical fire regimes still largely intact. Information is limited on the effects of disturbances other than fire. Increased temperatures and drought severity associated with climate change could potentially shrink the distribution of P. strobiformis, while altering its dominance in future forest communities. Future research on the ecology and management of P. strobiformis is necessary to effectively manage this species given climate change and white pine blister rust selection pressure. (c) 2012 Elsevier B.V. All rights reserved.",2013,"JAN 1","Forest Ecology and Management","287","","90-102","WOS:000312352900009","10.1016/j.foreco.2012.09.020","","#7368","Looney 2013","","Biotic",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
