"","driver","altered_flow","impact","count_driver_alteration","count_driver_altflow_bdimpact","count_driver_impact","alteration","direction","count_alteredflow_impact"
"2750","Drought","Distance","Trophic",60,7,77,"Increase","Complex change",111
"2751","Drought","Timing","Trophic",95,8,77,"Increase","Complex change",125
"2752","Drought","Frequency","Trophic",56,5,77,"Increase","Complex change",78
"2753","Drought","Duration","Trophic",33,8,77,"Complex change","Complex change",123
"2754","Drought","Speed","Trophic",68,6,77,"Increase","Complex change",85
"2755","Drought","Feedbacks","Trophic",101,8,77,"Complex change","Complex change",121
"2756","Drought","Mechanism","Trophic",74,7,77,"Complex change","Complex change",93
"2757","Air temperature directional change","Quantity","Abundance",175,45,229,"Increase","Complex change",284
"2758","Air temperature directional change","Direction","Abundance",163,20,229,"Complex change","Complex change",179
"2759","Air temperature directional change","Location","Abundance",200,32,229,"Complex change","Complex change",224
"2760","Air temperature directional change","Distance","Abundance",103,13,229,"Increase","Complex change",137
"2761","Air temperature directional change","Timing","Abundance",152,31,229,"Increase","Complex change",208
"2762","Air temperature directional change","Frequency","Abundance",86,15,229,"Increase","Complex change",132
"2763","Air temperature directional change","Duration","Abundance",24,24,229,"Complex change","Complex change",170
"2764","Air temperature directional change","Speed","Abundance",89,14,229,"Increase","Complex change",111
"2765","Air temperature directional change","Feedbacks","Abundance",126,21,229,"Complex change","Complex change",170
"2766","Air temperature directional change","Mechanism","Abundance",85,11,229,"Complex change","Complex change",112
"2767","Air temperature directional change","Quantity","Composition",175,37,205,"Increase","Complex change",191
"2768","Air temperature directional change","Direction","Composition",163,21,205,"Complex change","Complex change",132
"2769","Air temperature directional change","Location","Composition",200,29,205,"Complex change","Complex change",146
"2770","Air temperature directional change","Distance","Composition",103,14,205,"Increase","Complex change",91
"2771","Air temperature directional change","Timing","Composition",152,24,205,"Increase","Complex change",131
"2772","Air temperature directional change","Frequency","Composition",86,14,205,"Increase","Complex change",81
"2773","Air temperature directional change","Duration","Composition",24,20,205,"Complex change","Complex change",122
"2774","Air temperature directional change","Speed","Composition",89,13,205,"Increase","Complex change",76
"2775","Air temperature directional change","Feedbacks","Composition",126,20,205,"Complex change","Complex change",114
"2776","Air temperature directional change","Mechanism","Composition",85,11,205,"Complex change","Complex change",67
"2777","Air temperature directional change","Quantity","Connectivity",175,13,118,"Increase","Decrease",128
"2778","Air temperature directional change","Direction","Connectivity",163,11,118,"Complex change","Decrease",113
"2779","Air temperature directional change","Location","Connectivity",200,14,118,"Complex change","Decrease",115
"2780","Air temperature directional change","Distance","Connectivity",103,10,118,"Increase","Decrease",103
"2781","Air temperature directional change","Timing","Connectivity",152,14,118,"Increase","Decrease",123
"2782","Air temperature directional change","Frequency","Connectivity",86,10,118,"Increase","Decrease",93
"2783","Air temperature directional change","Duration","Connectivity",24,13,118,"Complex change","Decrease",116
"2784","Air temperature directional change","Speed","Connectivity",89,10,118,"Increase","Decrease",93
"2785","Air temperature directional change","Feedbacks","Connectivity",126,12,118,"Complex change","Decrease",118
"2786","Air temperature directional change","Mechanism","Connectivity",85,10,118,"Complex change","Decrease",97
"2787","Air temperature directional change","Quantity","Loss",175,20,114,"Increase","Increase",157
"2788","Air temperature directional change","Direction","Loss",163,14,114,"Complex change","Increase",129
"2789","Air temperature directional change","Location","Loss",200,16,114,"Complex change","Increase",135
"2790","Air temperature directional change","Distance","Loss",103,9,114,"Increase","Increase",94
"2791","Air temperature directional change","Timing","Loss",152,13,114,"Increase","Increase",114
"2792","Air temperature directional change","Frequency","Loss",86,4,114,"Increase","Increase",65
"2793","Air temperature directional change","Duration","Loss",24,10,114,"Complex change","Increase",103
"2794","Air temperature directional change","Speed","Loss",89,8,114,"Increase","Increase",85
"2795","Air temperature directional change","Feedbacks","Loss",126,10,114,"Complex change","Increase",101
"2796","Air temperature directional change","Mechanism","Loss",85,8,114,"Complex change","Increase",86
"2797","Air temperature directional change","Quantity","Trophic",175,24,154,"Increase","Complex change",168
"2798","Air temperature directional change","Direction","Trophic",163,16,154,"Complex change","Complex change",134
"2799","Air temperature directional change","Location","Trophic",200,18,154,"Complex change","Complex change",131
"2800","Air temperature directional change","Distance","Trophic",103,13,154,"Increase","Complex change",111
"2801","Air temperature directional change","Timing","Trophic",152,18,154,"Increase","Complex change",125
"2802","Air temperature directional change","Frequency","Trophic",86,10,154,"Increase","Complex change",78
"2803","Air temperature directional change","Duration","Trophic",24,15,154,"Complex change","Complex change",123
"2804","Air temperature directional change","Speed","Trophic",89,11,154,"Increase","Complex change",85
"2805","Air temperature directional change","Feedbacks","Trophic",126,15,154,"Complex change","Complex change",121
"2806","Air temperature directional change","Mechanism","Trophic",85,11,154,"Complex change","Complex change",93
"2807","Precipitation directional change","Quantity","Abundance",131,31,191,"Increase","Complex change",284
"2808","Precipitation directional change","Direction","Abundance",149,21,191,"Complex change","Complex change",179
"2809","Precipitation directional change","Location","Abundance",169,26,191,"Complex change","Complex change",224
"2810","Precipitation directional change","Distance","Abundance",68,13,191,"Increase","Complex change",137
"2811","Precipitation directional change","Timing","Abundance",125,25,191,"Increase","Complex change",208
"2812","Precipitation directional change","Frequency","Abundance",76,14,191,"Increase","Complex change",132
"2813","Precipitation directional change","Duration","Abundance",32,19,191,"Complex change","Complex change",170
"2814","Precipitation directional change","Speed","Abundance",78,11,191,"Increase","Complex change",111
"2815","Precipitation directional change","Feedbacks","Abundance",123,18,191,"Complex change","Complex change",170
"2816","Precipitation directional change","Mechanism","Abundance",83,11,191,"Complex change","Complex change",112
"2817","Precipitation directional change","Quantity","Composition",131,19,120,"Increase","Complex change",191
"2818","Precipitation directional change","Direction","Composition",149,14,120,"Complex change","Complex change",132
"2819","Precipitation directional change","Location","Composition",169,18,120,"Complex change","Complex change",146
"2820","Precipitation directional change","Distance","Composition",68,6,120,"Increase","Complex change",91
"2821","Precipitation directional change","Timing","Composition",125,14,120,"Increase","Complex change",131
"2822","Precipitation directional change","Frequency","Composition",76,9,120,"Increase","Complex change",81
"2823","Precipitation directional change","Duration","Composition",32,15,120,"Complex change","Complex change",122
"2824","Precipitation directional change","Speed","Composition",78,8,120,"Increase","Complex change",76
"2825","Precipitation directional change","Feedbacks","Composition",123,11,120,"Complex change","Complex change",114
"2826","Precipitation directional change","Mechanism","Composition",83,5,120,"Complex change","Complex change",67
"2827","Precipitation directional change","Quantity","Connectivity",131,13,111,"Increase","Decrease",128
"2828","Precipitation directional change","Direction","Connectivity",149,11,111,"Complex change","Decrease",113
"2829","Precipitation directional change","Location","Connectivity",169,13,111,"Complex change","Decrease",115
"2830","Precipitation directional change","Distance","Connectivity",68,9,111,"Increase","Decrease",103
"2831","Precipitation directional change","Timing","Connectivity",125,13,111,"Increase","Decrease",123
"2832","Precipitation directional change","Frequency","Connectivity",76,9,111,"Increase","Decrease",93
"2833","Precipitation directional change","Duration","Connectivity",32,12,111,"Complex change","Decrease",116
"2834","Precipitation directional change","Speed","Connectivity",78,8,111,"Increase","Decrease",93
"2835","Precipitation directional change","Feedbacks","Connectivity",123,12,111,"Complex change","Decrease",118
"2836","Precipitation directional change","Mechanism","Connectivity",83,9,111,"Complex change","Decrease",97
"2837","Precipitation directional change","Quantity","Loss",131,18,123,"Increase","Increase",157
"2838","Precipitation directional change","Direction","Loss",149,15,123,"Complex change","Increase",129
"2839","Precipitation directional change","Location","Loss",169,16,123,"Complex change","Increase",135
"2840","Precipitation directional change","Distance","Loss",68,10,123,"Increase","Increase",94
"2841","Precipitation directional change","Timing","Loss",125,12,123,"Increase","Increase",114
"2842","Precipitation directional change","Frequency","Loss",76,6,123,"Increase","Increase",65
"2843","Precipitation directional change","Duration","Loss",32,12,123,"Complex change","Increase",103
"2844","Precipitation directional change","Speed","Loss",78,11,123,"Increase","Increase",85
"2845","Precipitation directional change","Feedbacks","Loss",123,12,123,"Complex change","Increase",101
"2846","Precipitation directional change","Mechanism","Loss",83,9,123,"Complex change","Increase",86
"2847","Precipitation directional change","Quantity","Trophic",131,18,118,"Increase","Complex change",168
"2848","Precipitation directional change","Direction","Trophic",149,14,118,"Complex change","Complex change",134
"2849","Precipitation directional change","Location","Trophic",169,14,118,"Complex change","Complex change",131
"2850","Precipitation directional change","Distance","Trophic",68,9,118,"Increase","Complex change",111
"2851","Precipitation directional change","Timing","Trophic",125,13,118,"Increase","Complex change",125
"2852","Precipitation directional change","Frequency","Trophic",76,7,118,"Increase","Complex change",78
"2853","Precipitation directional change","Duration","Trophic",32,12,118,"Complex change","Complex change",123
"2854","Precipitation directional change","Speed","Trophic",78,8,118,"Increase","Complex change",85
"2855","Precipitation directional change","Feedbacks","Trophic",123,12,118,"Complex change","Complex change",121
"2856","Precipitation directional change","Mechanism","Trophic",83,9,118,"Complex change","Complex change",93
"2857","Precipitation variability","Quantity","Abundance",102,25,166,"Increase","Complex change",284
"2858","Precipitation variability","Direction","Abundance",127,18,166,"Complex change","Complex change",179
"2859","Precipitation variability","Location","Abundance",122,19,166,"Complex change","Complex change",224
"2860","Precipitation variability","Distance","Abundance",72,13,166,"Increase","Complex change",137
"2861","Precipitation variability","Timing","Abundance",117,23,166,"Increase","Complex change",208
"2862","Precipitation variability","Frequency","Abundance",53,13,166,"Increase","Complex change",132
"2863","Precipitation variability","Duration","Abundance",25,17,166,"Complex change","Complex change",170
"2864","Precipitation variability","Speed","Abundance",73,11,166,"Increase","Complex change",111
"2865","Precipitation variability","Feedbacks","Abundance",102,15,166,"Complex change","Complex change",170
"2866","Precipitation variability","Mechanism","Abundance",73,10,166,"Complex change","Complex change",112
"2867","Precipitation variability","Quantity","Composition",102,16,112,"Increase","Complex change",191
"2868","Precipitation variability","Direction","Composition",127,14,112,"Complex change","Complex change",132
"2869","Precipitation variability","Location","Composition",122,12,112,"Complex change","Complex change",146
"2870","Precipitation variability","Distance","Composition",72,8,112,"Increase","Complex change",91
"2871","Precipitation variability","Timing","Composition",117,15,112,"Increase","Complex change",131
"2872","Precipitation variability","Frequency","Composition",53,8,112,"Increase","Complex change",81
"2873","Precipitation variability","Duration","Composition",25,12,112,"Complex change","Complex change",122
"2874","Precipitation variability","Speed","Composition",73,8,112,"Increase","Complex change",76
"2875","Precipitation variability","Feedbacks","Composition",102,11,112,"Complex change","Complex change",114
"2876","Precipitation variability","Mechanism","Composition",73,7,112,"Complex change","Complex change",67
"2877","Precipitation variability","Quantity","Connectivity",102,11,92,"Increase","Decrease",128
"2878","Precipitation variability","Direction","Connectivity",127,10,92,"Complex change","Decrease",113
"2879","Precipitation variability","Location","Connectivity",122,9,92,"Complex change","Decrease",115
"2880","Precipitation variability","Distance","Connectivity",72,8,92,"Increase","Decrease",103
"2881","Precipitation variability","Timing","Connectivity",117,11,92,"Increase","Decrease",123
"2882","Precipitation variability","Frequency","Connectivity",53,6,92,"Increase","Decrease",93
"2883","Precipitation variability","Duration","Connectivity",25,9,92,"Complex change","Decrease",116
"2884","Precipitation variability","Speed","Connectivity",73,8,92,"Increase","Decrease",93
"2885","Precipitation variability","Feedbacks","Connectivity",102,10,92,"Complex change","Decrease",118
"2886","Precipitation variability","Mechanism","Connectivity",73,8,92,"Complex change","Decrease",97
"2887","Precipitation variability","Quantity","Loss",102,15,109,"Increase","Increase",157
"2888","Precipitation variability","Direction","Loss",127,14,109,"Complex change","Increase",129
"2889","Precipitation variability","Location","Loss",122,13,109,"Complex change","Increase",135
"2890","Precipitation variability","Distance","Loss",72,9,109,"Increase","Increase",94
"2891","Precipitation variability","Timing","Loss",117,13,109,"Increase","Increase",114
"2892","Precipitation variability","Frequency","Loss",53,6,109,"Increase","Increase",65
"2893","Precipitation variability","Duration","Loss",25,11,109,"Complex change","Increase",103
"2894","Precipitation variability","Speed","Loss",73,8,109,"Increase","Increase",85
"2895","Precipitation variability","Feedbacks","Loss",102,10,109,"Complex change","Increase",101
"2896","Precipitation variability","Mechanism","Loss",73,8,109,"Complex change","Increase",86
"2897","Precipitation variability","Quantity","Trophic",102,14,102,"Increase","Complex change",168
"2898","Precipitation variability","Direction","Trophic",127,12,102,"Complex change","Complex change",134
"2899","Precipitation variability","Location","Trophic",122,10,102,"Complex change","Complex change",131
"2900","Precipitation variability","Distance","Trophic",72,8,102,"Increase","Complex change",111
"2901","Precipitation variability","Timing","Trophic",117,12,102,"Increase","Complex change",125
"2902","Precipitation variability","Frequency","Trophic",53,6,102,"Increase","Complex change",78
"2903","Precipitation variability","Duration","Trophic",25,11,102,"Complex change","Complex change",123
"2904","Precipitation variability","Speed","Trophic",73,8,102,"Increase","Complex change",85
"2905","Precipitation variability","Feedbacks","Trophic",102,11,102,"Complex change","Complex change",121
"2906","Precipitation variability","Mechanism","Trophic",73,8,102,"Complex change","Complex change",93
"2907","Climate change  generic ","Quantity","Abundance",214,60,350,"Increase","Decrease",284
"2908","Climate change  generic ","Direction","Abundance",224,33,350,"Complex change","Decrease",179
"2909","Climate change  generic ","Location","Abundance",272,46,350,"Complex change","Decrease",224
"2910","Climate change  generic ","Distance","Abundance",120,29,350,"Increase","Decrease",137
"2911","Climate change  generic ","Timing","Abundance",152,38,350,"Increase","Decrease",208
"2912","Climate change  generic ","Duration","Abundance",120,32,350,"Increase","Decrease",170
"2913","Climate change  generic ","Speed","Abundance",110,23,350,"Increase","Decrease",111
"2914","Climate change  generic ","Feedbacks","Abundance",206,33,350,"Complex change","Decrease",170
"2915","Climate change  generic ","Mechanism","Abundance",170,25,350,"Complex change","Decrease",112
"2916","Climate change  generic ","Quantity","Composition",214,44,251,"Increase","Complex change",191
"2917","Climate change  generic ","Direction","Composition",224,24,251,"Complex change","Complex change",132
"2918","Climate change  generic ","Location","Composition",272,28,251,"Complex change","Complex change",146
"2919","Climate change  generic ","Distance","Composition",120,21,251,"Increase","Complex change",91
"2920","Climate change  generic ","Timing","Composition",152,27,251,"Increase","Complex change",131
"2921","Climate change  generic ","Duration","Composition",120,26,251,"Increase","Complex change",122
"2922","Climate change  generic ","Speed","Composition",110,19,251,"Increase","Complex change",76
"2923","Climate change  generic ","Feedbacks","Composition",206,25,251,"Complex change","Complex change",114
"2924","Climate change  generic ","Mechanism","Composition",170,17,251,"Complex change","Complex change",67
"2925","Climate change  generic ","Quantity","Connectivity",214,22,192,"Increase","Decrease",128
"2926","Climate change  generic ","Direction","Connectivity",224,20,192,"Complex change","Decrease",113
"2927","Climate change  generic ","Location","Connectivity",272,21,192,"Complex change","Decrease",115
"2928","Climate change  generic ","Distance","Connectivity",120,19,192,"Increase","Decrease",103
"2929","Climate change  generic ","Timing","Connectivity",152,19,192,"Increase","Decrease",123
"2930","Climate change  generic ","Duration","Connectivity",120,19,192,"Increase","Decrease",116
"2931","Climate change  generic ","Speed","Connectivity",110,18,192,"Increase","Decrease",93
"2932","Climate change  generic ","Feedbacks","Connectivity",206,19,192,"Complex change","Decrease",118
"2933","Climate change  generic ","Mechanism","Connectivity",170,19,192,"Complex change","Decrease",97
"2934","Climate change  generic ","Quantity","Loss",214,28,180,"Increase","Increase",157
"2935","Climate change  generic ","Direction","Loss",224,19,180,"Complex change","Increase",129
"2936","Climate change  generic ","Location","Loss",272,25,180,"Complex change","Increase",135
"2937","Climate change  generic ","Distance","Loss",120,15,180,"Increase","Increase",94
"2938","Climate change  generic ","Timing","Loss",152,18,180,"Increase","Increase",114
"2939","Climate change  generic ","Duration","Loss",120,15,180,"Increase","Increase",103
"2940","Climate change  generic ","Speed","Loss",110,16,180,"Increase","Increase",85
"2941","Climate change  generic ","Feedbacks","Loss",206,16,180,"Complex change","Increase",101
"2942","Climate change  generic ","Mechanism","Loss",170,15,180,"Complex change","Increase",86
"2943","Climate change  generic ","Quantity","Trophic",214,27,185,"Increase","Complex change",168
"2944","Climate change  generic ","Direction","Trophic",224,19,185,"Complex change","Complex change",134
"2945","Climate change  generic ","Location","Trophic",272,22,185,"Complex change","Complex change",131
"2946","Climate change  generic ","Distance","Trophic",120,17,185,"Increase","Complex change",111
"2947","Climate change  generic ","Timing","Trophic",152,19,185,"Increase","Complex change",125
"2948","Climate change  generic ","Duration","Trophic",120,18,185,"Increase","Complex change",123
"2949","Climate change  generic ","Speed","Trophic",110,15,185,"Increase","Complex change",85
"2950","Climate change  generic ","Feedbacks","Trophic",206,19,185,"Complex change","Complex change",121
"2951","Climate change  generic ","Mechanism","Trophic",170,15,185,"Complex change","Complex change",93
"2952","Drought","Quantity","Abundance",106,27,153,"Increase","Decrease",284
"2953","Drought","Direction","Abundance",124,18,153,"Complex change","Decrease",179
"2954","Drought","Location","Abundance",148,22,153,"Complex change","Decrease",224
"2955","Drought","Distance","Abundance",60,12,153,"Increase","Decrease",137
"2956","Drought","Timing","Abundance",95,16,153,"Increase","Decrease",208
"2957","Drought","Duration","Abundance",62,13,153,"Increase","Decrease",170
"2958","Drought","Speed","Abundance",68,10,153,"Increase","Decrease",111
"2959","Drought","Feedbacks","Abundance",101,14,153,"Complex change","Decrease",170
"2960","Drought","Mechanism","Abundance",74,10,153,"Complex change","Decrease",112
"2961","Drought","Quantity","Composition",106,16,88,"Increase","Complex change",191
"2962","Drought","Direction","Composition",124,10,88,"Complex change","Complex change",132
"2963","Drought","Location","Composition",148,14,88,"Complex change","Complex change",146
"2964","Drought","Distance","Composition",60,5,88,"Increase","Complex change",91
"2965","Drought","Timing","Composition",95,10,88,"Increase","Complex change",131
"2966","Drought","Duration","Composition",62,10,88,"Increase","Complex change",122
"2967","Drought","Speed","Composition",68,5,88,"Increase","Complex change",76
"2968","Drought","Feedbacks","Composition",101,8,88,"Complex change","Complex change",114
"2969","Drought","Mechanism","Composition",74,4,88,"Complex change","Complex change",67
"2970","Drought","Quantity","Connectivity",106,11,97,"Increase","Decrease",128
"2971","Drought","Direction","Connectivity",124,10,97,"Complex change","Decrease",113
"2972","Drought","Location","Connectivity",148,12,97,"Complex change","Decrease",115
"2973","Drought","Distance","Connectivity",60,9,97,"Increase","Decrease",103
"2974","Drought","Timing","Connectivity",95,10,97,"Increase","Decrease",123
"2975","Drought","Duration","Connectivity",62,10,97,"Increase","Decrease",116
"2976","Drought","Speed","Connectivity",68,8,97,"Increase","Decrease",93
"2977","Drought","Feedbacks","Connectivity",101,10,97,"Complex change","Decrease",118
"2978","Drought","Mechanism","Connectivity",74,9,97,"Complex change","Decrease",97
"2979","Drought","Quantity","Loss",106,15,109,"Increase","Increase",157
"2980","Drought","Direction","Loss",124,13,109,"Complex change","Increase",129
"2981","Drought","Location","Loss",148,14,109,"Complex change","Increase",135
"2982","Drought","Distance","Loss",60,9,109,"Increase","Increase",94
"2983","Drought","Timing","Loss",95,12,109,"Increase","Increase",114
"2984","Drought","Duration","Loss",62,11,109,"Increase","Increase",103
"2985","Drought","Speed","Loss",68,9,109,"Increase","Increase",85
"2986","Drought","Feedbacks","Loss",101,10,109,"Complex change","Increase",101
"2987","Drought","Mechanism","Loss",74,8,109,"Complex change","Increase",86
"2988","Drought","Quantity","Trophic",106,10,77,"Increase","Complex change",168
"2989","Drought","Direction","Trophic",124,8,77,"Complex change","Complex change",134
"2990","Drought","Location","Trophic",148,10,77,"Complex change","Complex change",131
"2991","Drought","Distance","Trophic",60,7,77,"Increase","Complex change",111
"2992","Drought","Timing","Trophic",95,8,77,"Increase","Complex change",125
"2993","Drought","Duration","Trophic",62,8,77,"Increase","Complex change",123
"2994","Drought","Speed","Trophic",68,6,77,"Increase","Complex change",85
"2995","Drought","Feedbacks","Trophic",101,8,77,"Complex change","Complex change",121
"2996","Drought","Mechanism","Trophic",74,7,77,"Complex change","Complex change",93
"2997","Air temperature directional change","Quantity","Abundance",175,45,229,"Increase","Decrease",284
"2998","Air temperature directional change","Direction","Abundance",163,20,229,"Complex change","Decrease",179
"2999","Air temperature directional change","Location","Abundance",200,32,229,"Complex change","Decrease",224
"3000","Air temperature directional change","Distance","Abundance",103,13,229,"Increase","Decrease",137
"3001","Air temperature directional change","Timing","Abundance",152,31,229,"Increase","Decrease",208
"3002","Air temperature directional change","Duration","Abundance",111,24,229,"Increase","Decrease",170
"3003","Air temperature directional change","Speed","Abundance",89,14,229,"Increase","Decrease",111
"3004","Air temperature directional change","Feedbacks","Abundance",126,21,229,"Complex change","Decrease",170
"3005","Air temperature directional change","Mechanism","Abundance",85,11,229,"Complex change","Decrease",112
"3006","Air temperature directional change","Quantity","Composition",175,37,205,"Increase","Complex change",191
"3007","Air temperature directional change","Direction","Composition",163,21,205,"Complex change","Complex change",132
"3008","Air temperature directional change","Location","Composition",200,29,205,"Complex change","Complex change",146
"3009","Air temperature directional change","Distance","Composition",103,14,205,"Increase","Complex change",91
"3010","Air temperature directional change","Timing","Composition",152,24,205,"Increase","Complex change",131
"3011","Air temperature directional change","Duration","Composition",111,20,205,"Increase","Complex change",122
"3012","Air temperature directional change","Speed","Composition",89,13,205,"Increase","Complex change",76
"3013","Air temperature directional change","Feedbacks","Composition",126,20,205,"Complex change","Complex change",114
"3014","Air temperature directional change","Mechanism","Composition",85,11,205,"Complex change","Complex change",67
"3015","Air temperature directional change","Quantity","Connectivity",175,13,118,"Increase","Decrease",128
"3016","Air temperature directional change","Direction","Connectivity",163,11,118,"Complex change","Decrease",113
"3017","Air temperature directional change","Location","Connectivity",200,14,118,"Complex change","Decrease",115
"3018","Air temperature directional change","Distance","Connectivity",103,10,118,"Increase","Decrease",103
"3019","Air temperature directional change","Timing","Connectivity",152,14,118,"Increase","Decrease",123
"3020","Air temperature directional change","Duration","Connectivity",111,13,118,"Increase","Decrease",116
"3021","Air temperature directional change","Speed","Connectivity",89,10,118,"Increase","Decrease",93
"3022","Air temperature directional change","Feedbacks","Connectivity",126,12,118,"Complex change","Decrease",118
"3023","Air temperature directional change","Mechanism","Connectivity",85,10,118,"Complex change","Decrease",97
"3024","Air temperature directional change","Quantity","Loss",175,20,114,"Increase","Increase",157
"3025","Air temperature directional change","Direction","Loss",163,14,114,"Complex change","Increase",129
"3026","Air temperature directional change","Location","Loss",200,16,114,"Complex change","Increase",135
"3027","Air temperature directional change","Distance","Loss",103,9,114,"Increase","Increase",94
"3028","Air temperature directional change","Timing","Loss",152,13,114,"Increase","Increase",114
"3029","Air temperature directional change","Duration","Loss",111,10,114,"Increase","Increase",103
"3030","Air temperature directional change","Speed","Loss",89,8,114,"Increase","Increase",85
"3031","Air temperature directional change","Feedbacks","Loss",126,10,114,"Complex change","Increase",101
"3032","Air temperature directional change","Mechanism","Loss",85,8,114,"Complex change","Increase",86
"3033","Air temperature directional change","Quantity","Trophic",175,24,154,"Increase","Complex change",168
"3034","Air temperature directional change","Direction","Trophic",163,16,154,"Complex change","Complex change",134
"3035","Air temperature directional change","Location","Trophic",200,18,154,"Complex change","Complex change",131
"3036","Air temperature directional change","Distance","Trophic",103,13,154,"Increase","Complex change",111
"3037","Air temperature directional change","Timing","Trophic",152,18,154,"Increase","Complex change",125
"3038","Air temperature directional change","Duration","Trophic",111,15,154,"Increase","Complex change",123
"3039","Air temperature directional change","Speed","Trophic",89,11,154,"Increase","Complex change",85
"3040","Air temperature directional change","Feedbacks","Trophic",126,15,154,"Complex change","Complex change",121
"3041","Air temperature directional change","Mechanism","Trophic",85,11,154,"Complex change","Complex change",93
"3042","Precipitation directional change","Quantity","Abundance",131,31,191,"Increase","Decrease",284
"3043","Precipitation directional change","Direction","Abundance",149,21,191,"Complex change","Decrease",179
"3044","Precipitation directional change","Location","Abundance",169,26,191,"Complex change","Decrease",224
"3045","Precipitation directional change","Distance","Abundance",68,13,191,"Increase","Decrease",137
"3046","Precipitation directional change","Timing","Abundance",125,25,191,"Increase","Decrease",208
"3047","Precipitation directional change","Duration","Abundance",94,19,191,"Increase","Decrease",170
"3048","Precipitation directional change","Speed","Abundance",78,11,191,"Increase","Decrease",111
"3049","Precipitation directional change","Feedbacks","Abundance",123,18,191,"Complex change","Decrease",170
"3050","Precipitation directional change","Mechanism","Abundance",83,11,191,"Complex change","Decrease",112
"3051","Precipitation directional change","Quantity","Composition",131,19,120,"Increase","Complex change",191
"3052","Precipitation directional change","Direction","Composition",149,14,120,"Complex change","Complex change",132
"3053","Precipitation directional change","Location","Composition",169,18,120,"Complex change","Complex change",146
"3054","Precipitation directional change","Distance","Composition",68,6,120,"Increase","Complex change",91
"3055","Precipitation directional change","Timing","Composition",125,14,120,"Increase","Complex change",131
"3056","Precipitation directional change","Duration","Composition",94,15,120,"Increase","Complex change",122
"3057","Precipitation directional change","Speed","Composition",78,8,120,"Increase","Complex change",76
"3058","Precipitation directional change","Feedbacks","Composition",123,11,120,"Complex change","Complex change",114
"3059","Precipitation directional change","Mechanism","Composition",83,5,120,"Complex change","Complex change",67
"3060","Precipitation directional change","Quantity","Connectivity",131,13,111,"Increase","Decrease",128
"3061","Precipitation directional change","Direction","Connectivity",149,11,111,"Complex change","Decrease",113
"3062","Precipitation directional change","Location","Connectivity",169,13,111,"Complex change","Decrease",115
"3063","Precipitation directional change","Distance","Connectivity",68,9,111,"Increase","Decrease",103
"3064","Precipitation directional change","Timing","Connectivity",125,13,111,"Increase","Decrease",123
"3065","Precipitation directional change","Duration","Connectivity",94,12,111,"Increase","Decrease",116
"3066","Precipitation directional change","Speed","Connectivity",78,8,111,"Increase","Decrease",93
"3067","Precipitation directional change","Feedbacks","Connectivity",123,12,111,"Complex change","Decrease",118
"3068","Precipitation directional change","Mechanism","Connectivity",83,9,111,"Complex change","Decrease",97
"3069","Precipitation directional change","Quantity","Loss",131,18,123,"Increase","Increase",157
"3070","Precipitation directional change","Direction","Loss",149,15,123,"Complex change","Increase",129
"3071","Precipitation directional change","Location","Loss",169,16,123,"Complex change","Increase",135
"3072","Precipitation directional change","Distance","Loss",68,10,123,"Increase","Increase",94
"3073","Precipitation directional change","Timing","Loss",125,12,123,"Increase","Increase",114
"3074","Precipitation directional change","Duration","Loss",94,12,123,"Increase","Increase",103
"3075","Precipitation directional change","Speed","Loss",78,11,123,"Increase","Increase",85
"3076","Precipitation directional change","Feedbacks","Loss",123,12,123,"Complex change","Increase",101
"3077","Precipitation directional change","Mechanism","Loss",83,9,123,"Complex change","Increase",86
"3078","Precipitation directional change","Quantity","Trophic",131,18,118,"Increase","Complex change",168
"3079","Precipitation directional change","Direction","Trophic",149,14,118,"Complex change","Complex change",134
"3080","Precipitation directional change","Location","Trophic",169,14,118,"Complex change","Complex change",131
"3081","Precipitation directional change","Distance","Trophic",68,9,118,"Increase","Complex change",111
"3082","Precipitation directional change","Timing","Trophic",125,13,118,"Increase","Complex change",125
"3083","Precipitation directional change","Duration","Trophic",94,12,118,"Increase","Complex change",123
"3084","Precipitation directional change","Speed","Trophic",78,8,118,"Increase","Complex change",85
"3085","Precipitation directional change","Feedbacks","Trophic",123,12,118,"Complex change","Complex change",121
"3086","Precipitation directional change","Mechanism","Trophic",83,9,118,"Complex change","Complex change",93
"3087","Precipitation variability","Quantity","Abundance",102,25,166,"Increase","Decrease",284
"3088","Precipitation variability","Direction","Abundance",127,18,166,"Complex change","Decrease",179
"3089","Precipitation variability","Location","Abundance",122,19,166,"Complex change","Decrease",224
"3090","Precipitation variability","Distance","Abundance",72,13,166,"Increase","Decrease",137
"3091","Precipitation variability","Timing","Abundance",117,23,166,"Increase","Decrease",208
"3092","Precipitation variability","Duration","Abundance",73,17,166,"Increase","Decrease",170
"3093","Precipitation variability","Speed","Abundance",73,11,166,"Increase","Decrease",111
"3094","Precipitation variability","Feedbacks","Abundance",102,15,166,"Complex change","Decrease",170
"3095","Precipitation variability","Mechanism","Abundance",73,10,166,"Complex change","Decrease",112
"3096","Precipitation variability","Quantity","Composition",102,16,112,"Increase","Complex change",191
"3097","Precipitation variability","Direction","Composition",127,14,112,"Complex change","Complex change",132
"3098","Precipitation variability","Location","Composition",122,12,112,"Complex change","Complex change",146
"3099","Precipitation variability","Distance","Composition",72,8,112,"Increase","Complex change",91
