"","driver","altered_flow","impact","count_driver_alteration","count_driver_altflow_bdimpact","count_driver_impact","alteration","direction","count_alteredflow_impact","X2.1.Flow.Type"
"6378","Wildfires","Quantity","Connectivity",82,10,84,"Increase","Decrease",128,"Sociocultural"
"6379","Wildfires","Direction","Connectivity",112,10,84,"Complex change","Decrease",113,"Sociocultural"
"6380","Wildfires","Location","Connectivity",101,9,84,"Complex change","Decrease",115,"Sociocultural"
"6381","Wildfires","Distance","Connectivity",50,8,84,"Increase","Decrease",103,"Sociocultural"
"6382","Wildfires","Timing","Connectivity",89,9,84,"Increase","Decrease",123,"Sociocultural"
"6383","Wildfires","Frequency","Connectivity",49,6,84,"Increase","Decrease",93,"Sociocultural"
"6384","Wildfires","Duration","Connectivity",40,7,84,"Increase","Decrease",116,"Sociocultural"
"6385","Wildfires","Speed","Connectivity",66,7,84,"Increase","Decrease",93,"Sociocultural"
"6386","Wildfires","Feedbacks","Connectivity",98,9,84,"Complex change","Decrease",118,"Sociocultural"
"6387","Wildfires","Mechanism","Connectivity",66,8,84,"Complex change","Decrease",97,"Sociocultural"
"6388","Wildfires","Quantity","Loss",82,11,87,"Increase","Increase",157,"Sociocultural"
"6389","Wildfires","Direction","Loss",112,11,87,"Complex change","Increase",129,"Sociocultural"
"6390","Wildfires","Location","Loss",101,9,87,"Complex change","Increase",135,"Sociocultural"
"6391","Wildfires","Distance","Loss",50,7,87,"Increase","Increase",94,"Sociocultural"
"6392","Wildfires","Timing","Loss",89,9,87,"Increase","Increase",114,"Sociocultural"
"6393","Wildfires","Frequency","Loss",49,6,87,"Increase","Increase",65,"Sociocultural"
"6394","Wildfires","Duration","Loss",40,7,87,"Increase","Increase",103,"Sociocultural"
"6395","Wildfires","Speed","Loss",66,9,87,"Increase","Increase",85,"Sociocultural"
"6396","Wildfires","Feedbacks","Loss",98,10,87,"Complex change","Increase",101,"Sociocultural"
"6397","Wildfires","Mechanism","Loss",66,7,87,"Complex change","Increase",86,"Sociocultural"
"6398","Wildfires","Quantity","Management",82,11,84,"Increase","Complex change",127,"Sociocultural"
"6399","Wildfires","Direction","Management",112,11,84,"Complex change","Complex change",93,"Sociocultural"
"6400","Wildfires","Location","Management",101,9,84,"Complex change","Complex change",89,"Sociocultural"
"6401","Wildfires","Distance","Management",50,7,84,"Increase","Complex change",65,"Sociocultural"
"6402","Wildfires","Timing","Management",89,9,84,"Increase","Complex change",80,"Sociocultural"
"6403","Wildfires","Frequency","Management",49,6,84,"Increase","Complex change",59,"Sociocultural"
"6404","Wildfires","Duration","Management",40,6,84,"Increase","Complex change",65,"Sociocultural"
"6405","Wildfires","Speed","Management",66,7,84,"Increase","Complex change",61,"Sociocultural"
"6406","Wildfires","Feedbacks","Management",98,10,84,"Complex change","Complex change",85,"Sociocultural"
"6407","Wildfires","Mechanism","Management",66,7,84,"Complex change","Complex change",69,"Sociocultural"
"6408","Wildfires","Quantity","Trophic",82,11,83,"Increase","Complex change",168,"Sociocultural"
"6409","Wildfires","Direction","Trophic",112,11,83,"Complex change","Complex change",134,"Sociocultural"
"6410","Wildfires","Location","Trophic",101,8,83,"Complex change","Complex change",131,"Sociocultural"
"6411","Wildfires","Distance","Trophic",50,7,83,"Increase","Complex change",111,"Sociocultural"
"6412","Wildfires","Timing","Trophic",89,9,83,"Increase","Complex change",125,"Sociocultural"
"6413","Wildfires","Frequency","Trophic",49,6,83,"Increase","Complex change",78,"Sociocultural"
"6414","Wildfires","Duration","Trophic",40,7,83,"Increase","Complex change",123,"Sociocultural"
"6415","Wildfires","Speed","Trophic",66,7,83,"Increase","Complex change",85,"Sociocultural"
"6416","Wildfires","Feedbacks","Trophic",98,9,83,"Complex change","Complex change",121,"Sociocultural"
"6417","Wildfires","Mechanism","Trophic",66,7,83,"Complex change","Complex change",93,"Sociocultural"
"6418","Air temperature directional change","Quantity","Abundance",50,45,229,"Complex change","Decrease",284,"Physical"
"6419","Air temperature directional change","Timing","Abundance",34,31,229,"Complex change","Decrease",208,"Physical"
"6420","Air temperature directional change","Quantity","Trophic",50,24,154,"Complex change","Increase",168,"Physical"
"6421","Air temperature directional change","Timing","Trophic",34,18,154,"Complex change","Increase",125,"Physical"
"6422","Precipitation directional change","Quantity","Abundance",44,31,191,"Complex change","Decrease",284,"Physical"
"6423","Precipitation directional change","Timing","Abundance",27,25,191,"Complex change","Decrease",208,"Physical"
"6424","Precipitation directional change","Quantity","Trophic",44,18,118,"Complex change","Increase",168,"Physical"
"6425","Precipitation directional change","Timing","Trophic",27,13,118,"Complex change","Increase",125,"Physical"
"6426","Sea ice area change","Quantity","Abundance",14,10,56,"Complex change","Decrease",284,"Physical"
"6427","Sea ice area change","Timing","Abundance",10,7,56,"Complex change","Decrease",208,"Physical"
"6428","Sea ice area change","Quantity","Trophic",14,10,67,"Complex change","Increase",168,"Physical"
"6429","Sea ice area change","Timing","Trophic",10,8,67,"Complex change","Increase",125,"Physical"
"6430","Drought","Location","Composition",148,14,88,"Complex change","Increase",146,"Biotic"
"6431","Drought","Location","Connectivity",148,12,97,"Complex change","Decrease",115,"Biotic"
"6432","Air temperature directional change","Location","Composition",200,29,205,"Complex change","Increase",146,"Biotic"
"6433","Air temperature directional change","Location","Connectivity",200,14,118,"Complex change","Decrease",115,"Biotic"
"6434","Precipitation directional change","Location","Composition",169,18,120,"Complex change","Increase",146,"Biotic"
"6435","Precipitation directional change","Location","Connectivity",169,13,111,"Complex change","Decrease",115,"Biotic"
"6436","Climate change  generic ","Quantity","Abundance",214,60,350,"Increase","Decrease",284,"Biotic"
"6437","Climate change  generic ","Direction","Abundance",224,33,350,"Complex change","Decrease",179,"Biotic"
"6438","Climate change  generic ","Location","Abundance",272,46,350,"Complex change","Decrease",224,"Biotic"
"6439","Climate change  generic ","Distance","Abundance",120,29,350,"Increase","Decrease",137,"Biotic"
"6440","Climate change  generic ","Timing","Abundance",72,38,350,"Complex change","Decrease",208,"Biotic"
"6441","Climate change  generic ","Quantity","Richness",214,25,158,"Increase","Decrease",145,"Biotic"
"6442","Climate change  generic ","Direction","Richness",224,18,158,"Complex change","Decrease",111,"Biotic"
"6443","Climate change  generic ","Location","Richness",272,20,158,"Complex change","Decrease",113,"Biotic"
"6444","Climate change  generic ","Distance","Richness",120,12,158,"Increase","Decrease",64,"Biotic"
"6445","Climate change  generic ","Timing","Richness",72,19,158,"Complex change","Decrease",100,"Biotic"
"6446","Drought","Quantity","Abundance",106,27,153,"Increase","Decrease",284,"Biotic"
"6447","Drought","Direction","Abundance",124,18,153,"Complex change","Decrease",179,"Biotic"
"6448","Drought","Location","Abundance",148,22,153,"Complex change","Decrease",224,"Biotic"
"6449","Drought","Distance","Abundance",60,12,153,"Increase","Decrease",137,"Biotic"
"6450","Drought","Timing","Abundance",19,16,153,"Complex change","Decrease",208,"Biotic"
"6451","Drought","Quantity","Richness",106,12,65,"Increase","Decrease",145,"Biotic"
"6452","Drought","Direction","Richness",124,9,65,"Complex change","Decrease",111,"Biotic"
"6453","Drought","Location","Richness",148,10,65,"Complex change","Decrease",113,"Biotic"
"6454","Drought","Distance","Richness",60,5,65,"Increase","Decrease",64,"Biotic"
"6455","Drought","Timing","Richness",19,8,65,"Complex change","Decrease",100,"Biotic"
"6456","Air temperature directional change","Quantity","Abundance",175,45,229,"Increase","Decrease",284,"Biotic"
"6457","Air temperature directional change","Direction","Abundance",163,20,229,"Complex change","Decrease",179,"Biotic"
"6458","Air temperature directional change","Location","Abundance",200,32,229,"Complex change","Decrease",224,"Biotic"
"6459","Air temperature directional change","Distance","Abundance",103,13,229,"Increase","Decrease",137,"Biotic"
"6460","Air temperature directional change","Timing","Abundance",34,31,229,"Complex change","Decrease",208,"Biotic"
"6461","Air temperature directional change","Quantity","Richness",175,25,146,"Increase","Decrease",145,"Biotic"
"6462","Air temperature directional change","Direction","Richness",163,18,146,"Complex change","Decrease",111,"Biotic"
"6463","Air temperature directional change","Location","Richness",200,21,146,"Complex change","Decrease",113,"Biotic"
"6464","Air temperature directional change","Distance","Richness",103,11,146,"Increase","Decrease",64,"Biotic"
"6465","Air temperature directional change","Timing","Richness",34,18,146,"Complex change","Decrease",100,"Biotic"
"6466","Air temperature variability","Quantity","Abundance",68,16,119,"Increase","Decrease",284,"Biotic"
"6467","Air temperature variability","Direction","Abundance",86,15,119,"Complex change","Decrease",179,"Biotic"
"6468","Air temperature variability","Location","Abundance",80,15,119,"Complex change","Decrease",224,"Biotic"
"6469","Air temperature variability","Distance","Abundance",46,9,119,"Increase","Decrease",137,"Biotic"
"6470","Air temperature variability","Timing","Abundance",17,16,119,"Complex change","Decrease",208,"Biotic"
"6471","Air temperature variability","Quantity","Richness",68,10,56,"Increase","Decrease",145,"Biotic"
"6472","Air temperature variability","Direction","Richness",86,9,56,"Complex change","Decrease",111,"Biotic"
"6473","Air temperature variability","Location","Richness",80,7,56,"Complex change","Decrease",113,"Biotic"
"6474","Air temperature variability","Distance","Richness",46,5,56,"Increase","Decrease",64,"Biotic"
"6475","Air temperature variability","Timing","Richness",17,8,56,"Complex change","Decrease",100,"Biotic"
"6476","Precipitation directional change","Quantity","Abundance",131,31,191,"Increase","Decrease",284,"Biotic"
"6477","Precipitation directional change","Direction","Abundance",149,21,191,"Complex change","Decrease",179,"Biotic"
"6478","Precipitation directional change","Location","Abundance",169,26,191,"Complex change","Decrease",224,"Biotic"
"6479","Precipitation directional change","Distance","Abundance",68,13,191,"Increase","Decrease",137,"Biotic"
"6480","Precipitation directional change","Timing","Abundance",27,25,191,"Complex change","Decrease",208,"Biotic"
"6481","Precipitation directional change","Quantity","Richness",131,19,109,"Increase","Decrease",145,"Biotic"
"6482","Precipitation directional change","Direction","Richness",149,16,109,"Complex change","Decrease",111,"Biotic"
"6483","Precipitation directional change","Location","Richness",169,15,109,"Complex change","Decrease",113,"Biotic"
"6484","Precipitation directional change","Distance","Richness",68,7,109,"Increase","Decrease",64,"Biotic"
"6485","Precipitation directional change","Timing","Richness",27,13,109,"Complex change","Decrease",100,"Biotic"
"6486","Precipitation variability","Quantity","Abundance",102,25,166,"Increase","Decrease",284,"Biotic"
"6487","Precipitation variability","Direction","Abundance",127,18,166,"Complex change","Decrease",179,"Biotic"
"6488","Precipitation variability","Location","Abundance",122,19,166,"Complex change","Decrease",224,"Biotic"
"6489","Precipitation variability","Distance","Abundance",72,13,166,"Increase","Decrease",137,"Biotic"
"6490","Precipitation variability","Timing","Abundance",21,23,166,"Complex change","Decrease",208,"Biotic"
"6491","Precipitation variability","Quantity","Richness",102,15,90,"Increase","Decrease",145,"Biotic"
"6492","Precipitation variability","Direction","Richness",127,13,90,"Complex change","Decrease",111,"Biotic"
"6493","Precipitation variability","Location","Richness",122,11,90,"Complex change","Decrease",113,"Biotic"
"6494","Precipitation variability","Distance","Richness",72,7,90,"Increase","Decrease",64,"Biotic"
"6495","Precipitation variability","Timing","Richness",21,12,90,"Complex change","Decrease",100,"Biotic"
"6496","Wildfires","Quantity","Abundance",82,20,123,"Increase","Decrease",284,"Biotic"
"6497","Wildfires","Direction","Abundance",112,15,123,"Complex change","Decrease",179,"Biotic"
"6498","Wildfires","Location","Abundance",101,15,123,"Complex change","Decrease",224,"Biotic"
"6499","Wildfires","Distance","Abundance",50,10,123,"Increase","Decrease",137,"Biotic"
"6500","Wildfires","Timing","Abundance",11,13,123,"Complex change","Decrease",208,"Biotic"
"6501","Wildfires","Quantity","Richness",82,10,57,"Increase","Decrease",145,"Biotic"
"6502","Wildfires","Direction","Richness",112,9,57,"Complex change","Decrease",111,"Biotic"
"6503","Wildfires","Location","Richness",101,6,57,"Complex change","Decrease",113,"Biotic"
"6504","Wildfires","Distance","Richness",50,3,57,"Increase","Decrease",64,"Biotic"
"6505","Wildfires","Timing","Richness",11,8,57,"Complex change","Decrease",100,"Biotic"
"6506","Wildfires","Quantity","Abundance",21,20,123,"Complex change","Decrease",284,"Biotic"
"6507","Wildfires","Location","Abundance",101,15,123,"Complex change","Decrease",224,"Biotic"
"6508","Air temperature variability","Quantity","Abundance",68,16,119,"Increase","Complex change",284,"Physical"
"6509","Air temperature variability","Direction","Abundance",7,15,119,"Increase","Complex change",179,"Physical"
"6510","Air temperature variability","Timing","Abundance",72,16,119,"Increase","Complex change",208,"Physical"
"6511","Air temperature variability","Frequency","Abundance",46,13,119,"Increase","Complex change",132,"Physical"
"6512","Air temperature variability","Duration","Abundance",51,11,119,"Increase","Complex change",170,"Physical"
"6513","Air temperature variability","Quantity","Composition",68,11,79,"Increase","Complex change",191,"Physical"
"6514","Air temperature variability","Direction","Composition",7,11,79,"Increase","Complex change",132,"Physical"
"6515","Air temperature variability","Timing","Composition",72,10,79,"Increase","Complex change",131,"Physical"
"6516","Air temperature variability","Frequency","Composition",46,7,79,"Increase","Complex change",81,"Physical"
"6517","Air temperature variability","Duration","Composition",51,8,79,"Increase","Complex change",122,"Physical"
"6518","Air temperature variability","Quantity","Richness",68,10,56,"Increase","Complex change",145,"Physical"
"6519","Air temperature variability","Direction","Richness",7,9,56,"Increase","Complex change",111,"Physical"
"6520","Air temperature variability","Timing","Richness",72,8,56,"Increase","Complex change",100,"Physical"
"6521","Air temperature variability","Frequency","Richness",46,5,56,"Increase","Complex change",43,"Physical"
"6522","Air temperature variability","Duration","Richness",51,3,56,"Increase","Complex change",70,"Physical"
"6523","Air temperature variability","Quantity","Trophic",68,9,72,"Increase","Increase",168,"Physical"
"6524","Air temperature variability","Direction","Trophic",7,9,72,"Increase","Increase",134,"Physical"
"6525","Air temperature variability","Timing","Trophic",72,8,72,"Increase","Increase",125,"Physical"
"6526","Air temperature variability","Frequency","Trophic",46,6,72,"Increase","Increase",78,"Physical"
"6527","Air temperature variability","Duration","Trophic",51,7,72,"Increase","Increase",123,"Physical"
"6528","Precipitation directional change","Quantity","Abundance",131,31,191,"Increase","Complex change",284,"Physical"
"6529","Precipitation directional change","Direction","Abundance",7,21,191,"Increase","Complex change",179,"Physical"
"6530","Precipitation directional change","Timing","Abundance",125,25,191,"Increase","Complex change",208,"Physical"
"6531","Precipitation directional change","Frequency","Abundance",76,14,191,"Increase","Complex change",132,"Physical"
"6532","Precipitation directional change","Duration","Abundance",94,19,191,"Increase","Complex change",170,"Physical"
"6533","Precipitation directional change","Quantity","Composition",131,19,120,"Increase","Complex change",191,"Physical"
"6534","Precipitation directional change","Direction","Composition",7,14,120,"Increase","Complex change",132,"Physical"
"6535","Precipitation directional change","Timing","Composition",125,14,120,"Increase","Complex change",131,"Physical"
"6536","Precipitation directional change","Frequency","Composition",76,9,120,"Increase","Complex change",81,"Physical"
"6537","Precipitation directional change","Duration","Composition",94,15,120,"Increase","Complex change",122,"Physical"
"6538","Precipitation directional change","Quantity","Richness",131,19,109,"Increase","Complex change",145,"Physical"
"6539","Precipitation directional change","Direction","Richness",7,16,109,"Increase","Complex change",111,"Physical"
"6540","Precipitation directional change","Timing","Richness",125,13,109,"Increase","Complex change",100,"Physical"
"6541","Precipitation directional change","Frequency","Richness",76,6,109,"Increase","Complex change",43,"Physical"
"6542","Precipitation directional change","Duration","Richness",94,10,109,"Increase","Complex change",70,"Physical"
"6543","Precipitation directional change","Quantity","Trophic",131,18,118,"Increase","Increase",168,"Physical"
"6544","Precipitation directional change","Direction","Trophic",7,14,118,"Increase","Increase",134,"Physical"
"6545","Precipitation directional change","Timing","Trophic",125,13,118,"Increase","Increase",125,"Physical"
"6546","Precipitation directional change","Frequency","Trophic",76,7,118,"Increase","Increase",78,"Physical"
"6547","Precipitation directional change","Duration","Trophic",94,12,118,"Increase","Increase",123,"Physical"
"6548","Precipitation variability","Quantity","Abundance",102,25,166,"Increase","Complex change",284,"Physical"
"6549","Precipitation variability","Direction","Abundance",7,18,166,"Increase","Complex change",179,"Physical"
"6550","Precipitation variability","Timing","Abundance",117,23,166,"Increase","Complex change",208,"Physical"
"6551","Precipitation variability","Frequency","Abundance",53,13,166,"Increase","Complex change",132,"Physical"
"6552","Precipitation variability","Duration","Abundance",73,17,166,"Increase","Complex change",170,"Physical"
"6553","Precipitation variability","Quantity","Composition",102,16,112,"Increase","Complex change",191,"Physical"
"6554","Precipitation variability","Direction","Composition",7,14,112,"Increase","Complex change",132,"Physical"
"6555","Precipitation variability","Timing","Composition",117,15,112,"Increase","Complex change",131,"Physical"
"6556","Precipitation variability","Frequency","Composition",53,8,112,"Increase","Complex change",81,"Physical"
"6557","Precipitation variability","Duration","Composition",73,12,112,"Increase","Complex change",122,"Physical"
"6558","Precipitation variability","Quantity","Richness",102,15,90,"Increase","Complex change",145,"Physical"
"6559","Precipitation variability","Direction","Richness",7,13,90,"Increase","Complex change",111,"Physical"
"6560","Precipitation variability","Timing","Richness",117,12,90,"Increase","Complex change",100,"Physical"
"6561","Precipitation variability","Frequency","Richness",53,5,90,"Increase","Complex change",43,"Physical"
"6562","Precipitation variability","Duration","Richness",73,7,90,"Increase","Complex change",70,"Physical"
"6563","Precipitation variability","Quantity","Trophic",102,14,102,"Increase","Increase",168,"Physical"
"6564","Precipitation variability","Direction","Trophic",7,12,102,"Increase","Increase",134,"Physical"
"6565","Precipitation variability","Timing","Trophic",117,12,102,"Increase","Increase",125,"Physical"
"6566","Precipitation variability","Frequency","Trophic",53,6,102,"Increase","Increase",78,"Physical"
"6567","Precipitation variability","Duration","Trophic",73,11,102,"Increase","Increase",123,"Physical"
"6568","Wildfires","Quantity","Abundance",82,20,123,"Increase","Complex change",284,"Physical"
"6569","Wildfires","Direction","Abundance",5,15,123,"Increase","Complex change",179,"Physical"
"6570","Wildfires","Timing","Abundance",89,13,123,"Increase","Complex change",208,"Physical"
"6571","Wildfires","Frequency","Abundance",49,8,123,"Increase","Complex change",132,"Physical"
"6572","Wildfires","Duration","Abundance",40,9,123,"Increase","Complex change",170,"Physical"
"6573","Wildfires","Quantity","Composition",82,10,58,"Increase","Complex change",191,"Physical"
"6574","Wildfires","Direction","Composition",5,8,58,"Increase","Complex change",132,"Physical"
"6575","Wildfires","Timing","Composition",89,7,58,"Increase","Complex change",131,"Physical"
"6576","Wildfires","Frequency","Composition",49,3,58,"Increase","Complex change",81,"Physical"
"6577","Wildfires","Duration","Composition",40,5,58,"Increase","Complex change",122,"Physical"
"6578","Wildfires","Quantity","Richness",82,10,57,"Increase","Complex change",145,"Physical"
"6579","Wildfires","Direction","Richness",5,9,57,"Increase","Complex change",111,"Physical"
"6580","Wildfires","Timing","Richness",89,8,57,"Increase","Complex change",100,"Physical"
"6581","Wildfires","Frequency","Richness",49,3,57,"Increase","Complex change",43,"Physical"
"6582","Wildfires","Duration","Richness",40,4,57,"Increase","Complex change",70,"Physical"
"6583","Wildfires","Quantity","Trophic",82,11,83,"Increase","Increase",168,"Physical"
"6584","Wildfires","Direction","Trophic",5,11,83,"Increase","Increase",134,"Physical"
"6585","Wildfires","Timing","Trophic",89,9,83,"Increase","Increase",125,"Physical"
"6586","Wildfires","Frequency","Trophic",49,6,83,"Increase","Increase",78,"Physical"
"6587","Wildfires","Duration","Trophic",40,7,83,"Increase","Increase",123,"Physical"
"6588","Air temperature directional change","Location","Abundance",15,32,229,"Increase","Decrease",224,"Biotic"
"6589","Air temperature directional change","Timing","Abundance",152,31,229,"Increase","Decrease",208,"Biotic"
"6590","Air temperature directional change","Frequency","Abundance",86,15,229,"Increase","Decrease",132,"Biotic"
"6591","Air temperature directional change","Duration","Abundance",111,24,229,"Increase","Decrease",170,"Biotic"
"6592","Air temperature directional change","Location","Composition",15,29,205,"Increase","Decrease",146,"Biotic"
"6593","Air temperature directional change","Timing","Composition",152,24,205,"Increase","Decrease",131,"Biotic"
"6594","Air temperature directional change","Frequency","Composition",86,14,205,"Increase","Decrease",81,"Biotic"
"6595","Air temperature directional change","Duration","Composition",111,20,205,"Increase","Decrease",122,"Biotic"
"6596","Air temperature directional change","Location","Connectivity",15,14,118,"Increase","Increase",115,"Biotic"
"6597","Air temperature directional change","Timing","Connectivity",152,14,118,"Increase","Increase",123,"Biotic"
"6598","Air temperature directional change","Frequency","Connectivity",86,10,118,"Increase","Increase",93,"Biotic"
"6599","Air temperature directional change","Duration","Connectivity",111,13,118,"Increase","Increase",116,"Biotic"
"6600","Precipitation directional change","Location","Abundance",8,26,191,"Increase","Decrease",224,"Biotic"
"6601","Precipitation directional change","Timing","Abundance",125,25,191,"Increase","Decrease",208,"Biotic"
"6602","Precipitation directional change","Frequency","Abundance",76,14,191,"Increase","Decrease",132,"Biotic"
"6603","Precipitation directional change","Duration","Abundance",94,19,191,"Increase","Decrease",170,"Biotic"
"6604","Precipitation directional change","Location","Composition",8,18,120,"Increase","Decrease",146,"Biotic"
"6605","Precipitation directional change","Timing","Composition",125,14,120,"Increase","Decrease",131,"Biotic"
"6606","Precipitation directional change","Frequency","Composition",76,9,120,"Increase","Decrease",81,"Biotic"
"6607","Precipitation directional change","Duration","Composition",94,15,120,"Increase","Decrease",122,"Biotic"
"6608","Precipitation directional change","Location","Connectivity",8,13,111,"Increase","Increase",115,"Biotic"
"6609","Precipitation directional change","Timing","Connectivity",125,13,111,"Increase","Increase",123,"Biotic"
"6610","Precipitation directional change","Frequency","Connectivity",76,9,111,"Increase","Increase",93,"Biotic"
"6611","Precipitation directional change","Duration","Connectivity",94,12,111,"Increase","Increase",116,"Biotic"
"6612","Air temperature directional change","Quantity","Loss",175,20,114,"Increase","Increase",157,"Physical"
"6613","Air temperature directional change","Direction","Loss",163,14,114,"Complex change","Increase",129,"Physical"
"6614","Air temperature directional change","Location","Loss",200,16,114,"Complex change","Increase",135,"Physical"
"6615","Air temperature directional change","Distance","Loss",103,9,114,"Increase","Increase",94,"Physical"
"6616","Air temperature directional change","Duration","Loss",111,10,114,"Increase","Increase",103,"Physical"
"6617","Air temperature directional change","Mechanism","Loss",85,8,114,"Complex change","Increase",86,"Physical"
"6618","Air temperature directional change","Quantity","Richness",175,25,146,"Increase","Complex change",145,"Physical"
"6619","Air temperature directional change","Direction","Richness",163,18,146,"Complex change","Complex change",111,"Physical"
"6620","Air temperature directional change","Location","Richness",200,21,146,"Complex change","Complex change",113,"Physical"
"6621","Air temperature directional change","Distance","Richness",103,11,146,"Increase","Complex change",64,"Physical"
"6622","Air temperature directional change","Duration","Richness",111,12,146,"Increase","Complex change",70,"Physical"
"6623","Air temperature directional change","Mechanism","Richness",85,9,146,"Complex change","Complex change",49,"Physical"
"6624","Air temperature directional change","Quantity","Trophic",175,24,154,"Increase","Increase",168,"Physical"
"6625","Air temperature directional change","Direction","Trophic",163,16,154,"Complex change","Increase",134,"Physical"
"6626","Air temperature directional change","Location","Trophic",200,18,154,"Complex change","Increase",131,"Physical"
"6627","Air temperature directional change","Distance","Trophic",103,13,154,"Increase","Increase",111,"Physical"
"6628","Air temperature directional change","Duration","Trophic",111,15,154,"Increase","Increase",123,"Physical"
"6629","Air temperature directional change","Mechanism","Trophic",85,11,154,"Complex change","Increase",93,"Physical"
"6630","Precipitation directional change","Quantity","Loss",131,18,123,"Increase","Increase",157,"Physical"
"6631","Precipitation directional change","Direction","Loss",149,15,123,"Complex change","Increase",129,"Physical"
"6632","Precipitation directional change","Location","Loss",169,16,123,"Complex change","Increase",135,"Physical"
"6633","Precipitation directional change","Distance","Loss",68,10,123,"Increase","Increase",94,"Physical"
"6634","Precipitation directional change","Duration","Loss",94,12,123,"Increase","Increase",103,"Physical"
"6635","Precipitation directional change","Mechanism","Loss",83,9,123,"Complex change","Increase",86,"Physical"
"6636","Precipitation directional change","Quantity","Richness",131,19,109,"Increase","Complex change",145,"Physical"
"6637","Precipitation directional change","Direction","Richness",149,16,109,"Complex change","Complex change",111,"Physical"
"6638","Precipitation directional change","Location","Richness",169,15,109,"Complex change","Complex change",113,"Physical"
"6639","Precipitation directional change","Distance","Richness",68,7,109,"Increase","Complex change",64,"Physical"
"6640","Precipitation directional change","Duration","Richness",94,10,109,"Increase","Complex change",70,"Physical"
"6641","Precipitation directional change","Mechanism","Richness",83,5,109,"Complex change","Complex change",49,"Physical"
"6642","Precipitation directional change","Quantity","Trophic",131,18,118,"Increase","Increase",168,"Physical"
"6643","Precipitation directional change","Direction","Trophic",149,14,118,"Complex change","Increase",134,"Physical"
"6644","Precipitation directional change","Location","Trophic",169,14,118,"Complex change","Increase",131,"Physical"
"6645","Precipitation directional change","Distance","Trophic",68,9,118,"Increase","Increase",111,"Physical"
"6646","Precipitation directional change","Duration","Trophic",94,12,118,"Increase","Increase",123,"Physical"
"6647","Precipitation directional change","Mechanism","Trophic",83,9,118,"Complex change","Increase",93,"Physical"
"6648","Precipitation variability","Quantity","Loss",102,15,109,"Increase","Increase",157,"Physical"
"6649","Precipitation variability","Direction","Loss",127,14,109,"Complex change","Increase",129,"Physical"
"6650","Precipitation variability","Location","Loss",122,13,109,"Complex change","Increase",135,"Physical"
"6651","Precipitation variability","Distance","Loss",72,9,109,"Increase","Increase",94,"Physical"
"6652","Precipitation variability","Duration","Loss",73,11,109,"Increase","Increase",103,"Physical"
"6653","Precipitation variability","Mechanism","Loss",73,8,109,"Complex change","Increase",86,"Physical"
"6654","Precipitation variability","Quantity","Richness",102,15,90,"Increase","Complex change",145,"Physical"
"6655","Precipitation variability","Direction","Richness",127,13,90,"Complex change","Complex change",111,"Physical"
"6656","Precipitation variability","Location","Richness",122,11,90,"Complex change","Complex change",113,"Physical"
"6657","Precipitation variability","Distance","Richness",72,7,90,"Increase","Complex change",64,"Physical"
"6658","Precipitation variability","Duration","Richness",73,7,90,"Increase","Complex change",70,"Physical"
"6659","Precipitation variability","Mechanism","Richness",73,5,90,"Complex change","Complex change",49,"Physical"
"6660","Precipitation variability","Quantity","Trophic",102,14,102,"Increase","Increase",168,"Physical"
"6661","Precipitation variability","Direction","Trophic",127,12,102,"Complex change","Increase",134,"Physical"
"6662","Precipitation variability","Location","Trophic",122,10,102,"Complex change","Increase",131,"Physical"
"6663","Precipitation variability","Distance","Trophic",72,8,102,"Increase","Increase",111,"Physical"
"6664","Precipitation variability","Duration","Trophic",73,11,102,"Increase","Increase",123,"Physical"
"6665","Precipitation variability","Mechanism","Trophic",73,8,102,"Complex change","Increase",93,"Physical"
"6666","Sea temperature change","Quantity","Loss",50,11,79,"Increase","Increase",157,"Physical"
"6667","Sea temperature change","Direction","Loss",70,10,79,"Complex change","Increase",129,"Physical"
"6668","Sea temperature change","Location","Loss",83,11,79,"Complex change","Increase",135,"Physical"
"6669","Sea temperature change","Distance","Loss",38,6,79,"Increase","Increase",94,"Physical"
"6670","Sea temperature change","Duration","Loss",20,7,79,"Increase","Increase",103,"Physical"
"6671","Sea temperature change","Mechanism","Loss",57,8,79,"Complex change","Increase",86,"Physical"
"6672","Sea temperature change","Quantity","Richness",50,10,61,"Increase","Complex change",145,"Physical"
"6673","Sea temperature change","Direction","Richness",70,8,61,"Complex change","Complex change",111,"Physical"
"6674","Sea temperature change","Location","Richness",83,10,61,"Complex change","Complex change",113,"Physical"
"6675","Sea temperature change","Distance","Richness",38,4,61,"Increase","Complex change",64,"Physical"
"6676","Sea temperature change","Duration","Richness",20,5,61,"Increase","Complex change",70,"Physical"
"6677","Sea temperature change","Mechanism","Richness",57,6,61,"Complex change","Complex change",49,"Physical"
"6678","Sea temperature change","Quantity","Trophic",50,11,71,"Increase","Increase",168,"Physical"
"6679","Sea temperature change","Direction","Trophic",70,10,71,"Complex change","Increase",134,"Physical"
"6680","Sea temperature change","Location","Trophic",83,9,71,"Complex change","Increase",131,"Physical"
"6681","Sea temperature change","Distance","Trophic",38,6,71,"Increase","Increase",111,"Physical"
"6682","Sea temperature change","Duration","Trophic",20,7,71,"Increase","Increase",123,"Physical"
"6683","Sea temperature change","Mechanism","Trophic",57,6,71,"Complex change","Increase",93,"Physical"
"6684","Sea ice area change","Quantity","Loss",40,6,43,"Increase","Increase",157,"Physical"
